,Unnamed: 0,id,home_id,home,home_score,away_id,away,away_score,startdate,complete
0,0,401550883,548,LaGrange College,,125762,Florida Memorial University,,2023-08-26T17:00:00.000Z,True
1,1,401525434,87,Notre Dame,42.0,2426,Navy,3.0,2023-08-26T18:30:00.000Z,True
2,2,401540199,2382,Mercer,17.0,2453,North Alabama,7.0,2023-08-26T19:30:00.000Z,True
3,3,401520145,55,Jacksonville State,17.0,2638,UTEP,14.0,2023-08-26T21:30:00.000Z,True
4,4,401540628,399,Albany,34.0,2230,Fordham,13.0,2023-08-26T23:00:00.000Z,True
5,5,401525450,166,New Mexico State,30.0,113,UMass,41.0,2023-08-26T23:00:00.000Z,True
6,6,401532392,21,San Diego State,20.0,195,Ohio,13.0,2023-08-26T23:00:00.000Z,True
7,7,401539999,2296,Jackson State,37.0,2569,South Carolina State,7.0,2023-08-26T23:30:00.000Z,True
8,8,401520147,238,Vanderbilt,35.0,62,Hawai'i,28.0,2023-08-26T23:30:00.000Z,True
9,9,401523986,30,USC,56.0,23,San José State,28.0,2023-08-27T00:00:00.000Z,True
10,10,401520146,2348,Louisiana Tech,22.0,2229,Florida International,17.0,2023-08-27T01:00:00.000Z,True
11,11,401540244,2320,Lamar,17.0,70,Idaho,42.0,2023-08-31T04:00:00.000Z,True
12,12,401550265,2274,Hiram,14.0,191,Heidelberg,68.0,2023-08-31T04:00:00.000Z,True
13,13,401545743,2441,New Haven,24.0,341,Frostburg State,27.0,2023-08-31T04:00:00.000Z,True
14,14,401540288,2837,Texas A&M-Commerce,10.0,302,UC Davis,48.0,2023-08-31T04:00:00.000Z,True
15,15,401540607,338,Kennesaw State,38.0,2839,Tusculum,7.0,2023-08-31T04:00:00.000Z,True
16,16,401540527,2413,Morehead State,37.0,2707,West Virginia State,35.0,2023-08-31T04:00:00.000Z,True
17,17,401553950,2886,Northwood MI,9.0,2249,Glenville State,44.0,2023-08-31T18:00:00.000Z,True
18,25,401541838,122666,Barton College,41.0,2804,Chowan,0.0,2023-08-31T22:00:00.000Z,True
19,24,401550193,2827,Rowan,17.0,471,Stevenson,20.0,2023-08-31T22:00:00.000Z,True
20,23,401549697,126110,Keiser University,14.0,2401,Mississippi College,17.0,2023-08-31T22:00:00.000Z,True
21,22,401544917,351,Wingate,30.0,2013,Albany State GA,7.0,2023-08-31T22:00:00.000Z,True
22,21,401540802,129,Saginaw Valley,34.0,2851,Winona State,24.0,2023-08-31T22:00:00.000Z,True
23,20,401540990,2882,UNC Pembroke,19.0,2220,Fayetteville State,17.0,2023-08-31T22:00:00.000Z,True
24,19,401540470,2127,Charleston Southern,13.0,2822,North Greenville,10.0,2023-08-31T22:00:00.000Z,True
25,18,401545860,2017,Alderson-Broaddus,0.0,2858,California PA,0.0,2023-08-31T22:00:00.000Z,True
26,46,401547175,241,McMurry,19.0,3,Birmingham-Southern,20.0,2023-08-31T23:00:00.000Z,True
27,47,401541881,2698,West Georgia,21.0,2336,Limestone,19.0,2023-08-31T23:00:00.000Z,True
28,48,401541872,2695,West Alabama,14.0,2025,Angelo State,38.0,2023-08-31T23:00:00.000Z,True
29,49,401541833,2682,Walsh,24.0,2699,West Liberty,21.0,2023-08-31T23:00:00.000Z,True
30,50,401541801,2291,Indiana PA,24.0,308,Ashland,17.0,2023-08-31T23:00:00.000Z,True
31,52,401545810,132,Bemidji State,49.0,425,Northern State,13.0,2023-08-31T23:00:00.000Z,True
32,53,401541782,2927,Southwestern Oklahoma,14.0,2888,Ouachita Baptist,38.0,2023-08-31T23:00:00.000Z,True
33,54,401545835,2844,Wayne State NE,31.0,2817,Minnesota St-Moorhead,23.0,2023-08-31T23:00:00.000Z,True
34,55,401540299,282,Indiana State,0.0,2197,Eastern Illinois,27.0,2023-08-31T23:00:00.000Z,True
35,56,401540534,231,Furman,45.0,2635,Tennessee Tech,10.0,2023-08-31T23:00:00.000Z,True
36,57,401532393,2711,Western Michigan,35.0,2598,St Francis PA,17.0,2023-08-31T23:00:00.000Z,True
37,58,401541855,2535,Samford,69.0,2560,Shorter,14.0,2023-08-31T23:00:00.000Z,True
38,59,401525461,154,Wake Forest,37.0,2210,Elon,17.0,2023-08-31T23:00:00.000Z,True
39,60,401531834,2247,Georgia State,42.0,227,Rhode Island,35.0,2023-08-31T23:00:00.000Z,True
40,61,401525816,2116,UCF,56.0,2309,Kent State,6.0,2023-08-31T23:00:00.000Z,True
41,62,401540323,2619,Stony Brook,13.0,48,Delaware,37.0,2023-08-31T23:00:00.000Z,True
42,45,401545779,112335,Wheeling Jesuit,35.0,611,Seton Hill College,24.0,2023-08-31T23:00:00.000Z,True
43,44,401545791,210,Millersville,33.0,2830,St. Anselm,7.0,2023-08-31T23:00:00.000Z,True
44,51,401541787,2568,Southern Arkansas,34.0,199,Southeastern Oklahoma,19.0,2023-08-31T23:00:00.000Z,True
45,42,401545847,568,Minot State,23.0,2587,Southwest Minnesota State,28.0,2023-08-31T23:00:00.000Z,True
46,43,401545869,2339,Lincoln PA,20.0,2134,Clarion,30.0,2023-08-31T23:00:00.000Z,True
47,26,401541751,200,Southern Nazarene,20.0,2264,Harding,53.0,2023-08-31T23:00:00.000Z,True
48,28,401541012,2128,Charleston WV,22.0,367,Gannon,13.0,2023-08-31T23:00:00.000Z,True
49,29,401541001,2986,Fairmont State,34.0,2071,Bloomsburg,30.0,2023-08-31T23:00:00.000Z,True
50,30,401540794,134,Minnesota-Duluth,47.0,128,Northern Michigan,10.0,2023-08-31T23:00:00.000Z,True
51,31,401545751,2825,Quincy,34.0,2123,Chadron State,35.0,2023-08-31T23:00:00.000Z,True
52,32,401558399,2347,Louisiana College,34.0,2194,East Texas Baptist,14.0,2023-08-31T23:00:00.000Z,True
53,33,401540775,2823,Northwestern Oklahoma State,24.0,2028,Arkansas-Monticello,49.0,2023-08-31T23:00:00.000Z,True
54,27,401541033,2105,Carson-Newman,35.0,2355,Virginia Lynchburg,3.0,2023-08-31T23:00:00.000Z,True
55,35,401550360,2056,Belhaven College,47.0,2398,Millsaps,7.0,2023-08-31T23:00:00.000Z,True
56,36,401540728,2402,Missouri S&T,20.0,2170,Delta State,48.0,2023-08-31T23:00:00.000Z,True
57,41,401540311,2097,Campbell,24.0,2729,William & Mary,34.0,2023-08-31T23:00:00.000Z,True
58,37,401545842,2894,Sioux Falls,26.0,2364,Minnesota State,54.0,2023-08-31T23:00:00.000Z,True
59,38,401550240,6353,Lakeland University,13.0,272,Wisconsin-Platteville,80.0,2023-08-31T23:00:00.000Z,True
60,39,401547053,2310,Kentucky State,34.0,2805,Clark Atlanta,20.0,2023-08-31T23:00:00.000Z,True
61,40,401541949,196,Northeastern State,0.0,2231,Fort Hays State,56.0,2023-08-31T23:00:00.000Z,True
62,34,401554814,2085,Buffalo State,6.0,2781,Brockport State NY,42.0,2023-08-31T23:00:00.000Z,True
63,63,401551497,2188,East Stroudsburg,62.0,2487,Pace,9.0,2023-08-31T23:05:00.000Z,True
64,67,401520174,41,Connecticut,14.0,152,NC State,24.0,2023-08-31T23:30:00.000Z,True
65,66,401540451,2754,Youngstown State,52.0,2674,Valparaiso,10.0,2023-08-31T23:30:00.000Z,True
66,64,401545819,3066,Concordia-St. Paul,43.0,389,Upper Iowa,20.0,2023-08-31T23:30:00.000Z,True
67,65,401549695,2222,Ferris State,54.0,2385,Mercyhurst,12.0,2023-08-31T23:30:00.000Z,True
68,79,401541939,2122,Central Oklahoma,24.0,2438,Nebraska-Kearney,21.0,2023-09-01T00:00:00.000Z,True
69,86,401540745,2146,Colorado Mines,31.0,125,Grand Valley State,28.0,2023-09-01T00:00:00.000Z,True
70,85,401541760,2271,Henderson State,41.0,2191,East Central,13.0,2023-09-01T00:00:00.000Z,True
71,84,401551490,2201,Eastern New Mexico,28.0,2424,New Mexico Highlands,26.0,2023-09-01T00:00:00.000Z,True
72,83,401549650,266,Beloit College,34.0,2524,Rockford,27.0,2023-09-01T00:00:00.000Z,True
73,82,401541775,319,Oklahoma Baptist,23.0,2033,Arkansas Tech,21.0,2023-09-01T00:00:00.000Z,True
74,87,401540278,2000,Abilene Christian,31.0,2458,Northern Colorado,11.0,2023-09-01T00:00:00.000Z,True
75,81,401544875,2214,Emporia State,56.0,2876,Lincoln MO,10.0,2023-09-01T00:00:00.000Z,True
76,80,401541928,137,Missouri Western,38.0,2118,Central Missouri State,45.0,2023-09-01T00:00:00.000Z,True
77,78,401541958,2403,Missouri Southern State,24.0,138,Northwest Missouri State,31.0,2023-09-01T00:00:00.000Z,True
78,73,401520148,135,Minnesota,13.0,158,Nebraska,10.0,2023-09-01T00:00:00.000Z,True
79,76,401541923,2692,Weber State,35.0,2120,Central Washington,10.0,2023-09-01T00:00:00.000Z,True
80,75,401550414,512,Dakota State,6.0,2740,Wisconsin-La Crosse,31.0,2023-09-01T00:00:00.000Z,True
81,74,401540463,2571,South Dakota State,45.0,2848,Western Oregon,7.0,2023-09-01T00:00:00.000Z,True
82,72,401520176,254,Utah,24.0,57,Florida,11.0,2023-09-01T00:00:00.000Z,True
83,71,401531377,5,UAB,35.0,2448,North Carolina A&T,6.0,2023-09-01T00:00:00.000Z,True
84,70,401531337,202,Tulsa,42.0,2029,Arkansas-Pine Bluff,7.0,2023-09-01T00:00:00.000Z,True
85,69,401520165,142,Missouri,35.0,233,South Dakota,10.0,2023-09-01T00:00:00.000Z,True
86,68,401550428,2815,Lindenwood,77.0,2743,Wisconsin-Stevens Point,9.0,2023-09-01T00:00:00.000Z,True
87,77,401541984,90,Pittsburg State,34.0,2687,Washburn,7.0,2023-09-01T00:00:00.000Z,True
88,88,401523987,9,Arizona State,24.0,253,Southern Utah,21.0,2023-09-01T02:00:00.000Z,True
89,90,401541826,110242,West Florida,35.0,2316,Kentucky Wesleyan,3.0,2023-09-01T22:00:00.000Z,True
90,89,401550131,2884,Nichols,6.0,379,UMass Dartmouth,57.0,2023-09-01T22:00:00.000Z,True
91,91,401532394,2199,Eastern Michigan,33.0,47,Howard,23.0,2023-09-01T22:30:00.000Z,True
92,92,401525463,2390,Miami,38.0,193,Miami OH,3.0,2023-09-01T23:00:00.000Z,True
93,93,401550079,40,Curry,0.0,2776,Salve Regina,48.0,2023-09-01T23:00:00.000Z,True
94,94,401549629,2422,Muhlenberg,53.0,323,Moravian,12.0,2023-09-01T23:00:00.000Z,True
95,95,401549580,365,Alfred,9.0,174,Hobart,31.0,2023-09-01T23:00:00.000Z,True
96,96,401552881,2749,Worcester Polytechnic,44.0,402,Worcester State College,13.0,2023-09-01T23:00:00.000Z,True
97,97,401553027,2108,Catholic University,34.0,2700,McDaniel College,7.0,2023-09-01T23:00:00.000Z,True
98,98,401550109,388,Lebanon Valley,12.0,2234,Franklin & Marshall,16.0,2023-09-01T23:00:00.000Z,True
99,99,401520163,127,Michigan State,31.0,2117,Central Michigan,7.0,2023-09-01T23:00:00.000Z,True
100,101,401525462,59,Georgia Tech,34.0,97,Louisville,39.0,2023-09-01T23:30:00.000Z,True
101,100,401552447,2667,Ursinus,38.0,111674,Alvernia University,6.0,2023-09-01T23:30:00.000Z,True
102,104,401546011,613,South Dakota Mines,31.0,628,Valley City State,14.0,2023-09-02T00:00:00.000Z,True
103,103,401553008,2810,Hardin-Simmons,47.0,2015,Albright,3.0,2023-09-02T00:00:00.000Z,True
104,102,401525815,2305,Kansas,48.0,2623,Missouri State,17.0,2023-09-02T00:00:00.000Z,True
105,105,401523988,62,Hawai'i,24.0,24,Stanford,37.0,2023-09-02T03:00:00.000Z,True
106,128,401541912,2714,Western State,28.0,2704,West Texas A&M,6.0,2023-09-02T04:00:00.000Z,True
107,127,401541905,110243,University of Texas of the Permian Basin,96.0,2637,Texas College,0.0,2023-09-02T04:00:00.000Z,True
108,126,401540737,2224,Findlay,10.0,2654,Truman State,20.0,2023-09-02T04:00:00.000Z,True
109,125,401549784,2258,Guilford,36.0,2256,Greensboro,21.0,2023-09-02T04:00:00.000Z,True
110,124,401540163,2400,Mississippi Valley State,21.0,2119,Central State,24.0,2023-09-02T04:00:00.000Z,True
111,122,401540003,2115,Central Connecticut,44.0,2022,American International,0.0,2023-09-02T04:00:00.000Z,True
112,121,401539993,2428,North Carolina Central,47.0,2736,Winston-Salem,21.0,2023-09-02T04:00:00.000Z,True
113,120,401550454,433,Westminster,0.0,2519,Rhodes,47.0,2023-09-02T04:00:00.000Z,True
114,119,401550253,424,Capital,35.0,2171,Denison,45.0,2023-09-02T04:00:00.000Z,True
115,118,401540219,147,Montana State,63.0,3101,Utah Tech,20.0,2023-09-02T04:00:00.000Z,True
116,117,401540065,107,Holy Cross,42.0,2771,Merrimack,20.0,2023-09-02T04:00:00.000Z,True
117,123,401540012,2184,Duquesne,49.0,2205,Edinboro,7.0,2023-09-02T04:00:00.000Z,True
118,115,401546995,437,Lake Erie College,10.0,112334,Franklin Pierce,26.0,2023-09-02T04:00:00.000Z,True
119,116,401540078,2329,Lehigh,10.0,222,Villanova,38.0,2023-09-02T04:00:00.000Z,True
120,106,401540225,13,Cal Poly,27.0,301,San Diego,10.0,2023-09-02T04:00:00.000Z,True
121,107,401540396,2678,VMI,12.0,2166,Davidson,7.0,2023-09-02T04:00:00.000Z,True
122,109,401540285,2447,Nicholls,24.0,16,Sacramento State,38.0,2023-09-02T04:00:00.000Z,True
123,110,401540166,2640,Texas Southern,34.0,2504,Prairie View,37.0,2023-09-02T04:00:00.000Z,True
124,108,401540562,2900,St. Thomas MN,36.0,2069,Black Hills State,26.0,2023-09-02T04:00:00.000Z,True
125,111,401544077,101161,Lyon College,18.0,65,Grinnell,12.0,2023-09-02T04:00:00.000Z,True
126,112,401544096,317,Marietta,31.0,374,St. John Fisher,7.0,2023-09-02T04:00:00.000Z,True
127,113,401545706,2148,Concord,10.0,2213,Emory & Henry,56.0,2023-09-02T04:00:00.000Z,True
128,114,401545759,587,Notre Dame College,23.0,2477,Ohio Dominican,21.0,2023-09-02T04:00:00.000Z,True
129,151,401520160,2335,Liberty,34.0,189,Bowling Green,24.0,2023-09-02T16:00:00.000Z,True
130,148,401520170,2509,Purdue,35.0,278,Fresno State,39.0,2023-09-02T16:00:00.000Z,True
131,149,401525822,201,Oklahoma,73.0,2032,Arkansas State,0.0,2023-09-02T16:00:00.000Z,True
132,150,401549310,125974,Hilbert College,0.0,237,Union,65.0,2023-09-02T16:00:00.000Z,True
133,147,401549622,452,Endicott College,31.0,2779,St Lawrence,0.0,2023-09-02T16:00:00.000Z,True
134,152,401520159,96,Kentucky,44.0,2050,Ball State,14.0,2023-09-02T16:00:00.000Z,True
135,159,401550292,2800,Alma College,52.0,427,Ohio Northern,7.0,2023-09-02T16:00:00.000Z,True
136,154,401520157,2294,Iowa,24.0,328,Utah State,14.0,2023-09-02T16:00:00.000Z,True
137,156,401550282,359,Otterbein,21.0,2980,Ohio Wesleyan,35.0,2023-09-02T16:00:00.000Z,True
138,157,401550056,2782,SUNY Cortland,42.0,2808,Delaware Valley,13.0,2023-09-02T16:00:00.000Z,True
139,158,401545971,2060,Bentley,19.0,223,West Chester,20.0,2023-09-02T16:00:00.000Z,True
140,160,401520179,2633,Tennessee,49.0,258,Virginia,13.0,2023-09-02T16:00:00.000Z,True
141,146,401523994,2628,TCU,42.0,38,Colorado,45.0,2023-09-02T16:00:00.000Z,True
142,153,401547185,118,Johns Hopkins,27.0,175,Ithaca,17.0,2023-09-02T16:00:00.000Z,True
143,145,401544051,184,Rochester,17.0,390,Utica,20.0,2023-09-02T16:00:00.000Z,True
144,155,401550145,126,Kalamazoo,42.0,391,Oberlin,10.0,2023-09-02T16:00:00.000Z,True
145,143,401558747,2442,College of New Jersey,41.0,127954,Eastern University,21.0,2023-09-02T16:00:00.000Z,True
146,130,401520162,130,Michigan,30.0,151,East Carolina,3.0,2023-09-02T16:00:00.000Z,True
147,131,401525464,103,Boston College,24.0,2459,Northern Illinois,27.0,2023-09-02T16:00:00.000Z,True
148,132,401546992,110254,Davenport,31.0,2646,Thomas More,17.0,2023-09-02T16:00:00.000Z,True
149,133,401545963,2559,Shippensburg,10.0,2444,Newberry,14.0,2023-09-02T16:00:00.000Z,True
150,134,401551929,122774,Keystone,27.0,417,Gallaudet,6.0,2023-09-02T16:00:00.000Z,True
151,135,401541053,2871,Kean,14.0,3110,Morrisville State,24.0,2023-09-02T16:00:00.000Z,True
152,129,401540708,2838,Tiffin,79.0,2816,McKendree,14.0,2023-09-02T16:00:00.000Z,True
153,137,401541110,286,NC Wesleyan,9.0,2516,Randolph-Macon,51.0,2023-09-02T16:00:00.000Z,True
154,136,401520172,2567,SMU,38.0,2348,Louisiana Tech,14.0,2023-09-02T16:00:00.000Z,True
155,142,401553021,398,Wilkes,23.0,247,King's College PA,27.0,2023-09-02T16:00:00.000Z,True
156,141,401545782,2038,Assumption,31.0,2315,Kutztown,20.0,2023-09-02T16:00:00.000Z,True
157,144,401545891,2974,Shepherd,27.0,2583,Southern Connecticut State,26.0,2023-09-02T16:00:00.000Z,True
158,139,401549730,2843,Western Connecticut State,35.0,2383,Merchant Marine,52.0,2023-09-02T16:00:00.000Z,True
159,138,401549737,109,MIT,41.0,18,Bridgewater State,27.0,2023-09-02T16:00:00.000Z,True
160,140,401552473,110438,Dean College,33.0,114,Fitchburg State,17.0,2023-09-02T16:00:00.000Z,True
161,161,401540057,46,Georgetown,49.0,2368,Marist,7.0,2023-09-02T16:30:00.000Z,True
162,178,401549752,332,Muskingum,31.0,366,Ferrum,20.0,2023-09-02T17:00:00.000Z,True
163,179,401549615,2175,Dickinson,27.0,2528,Rensselaer,38.0,2023-09-02T17:00:00.000Z,True
164,180,401547204,111675,University of New England,44.0,2557,Coast Guard,28.0,2023-09-02T17:00:00.000Z,True
165,181,401547195,2280,Husson,28.0,2467,Norwich,14.0,2023-09-02T17:00:00.000Z,True
166,182,401544954,188,Baldwin-Wallace,33.0,2419,Mount St. Joseph,46.0,2023-09-02T17:00:00.000Z,True
167,183,401544871,2207,Elizabeth City State,23.0,2107,Catawba,31.0,2023-09-02T17:00:00.000Z,True
168,185,401544060,2970,William Paterson,29.0,2221,FDU-Florham,33.0,2023-09-02T17:00:00.000Z,True
169,186,401541101,2702,Western New England,14.0,81,Springfield,28.0,2023-09-02T17:00:00.000Z,True
170,188,401539970,2169,Delaware State,11.0,2075,Bowie State,22.0,2023-09-02T17:00:00.000Z,True
171,189,401540099,2287,Illinois State,41.0,2168,Dayton,0.0,2023-09-02T17:00:00.000Z,True
172,177,401549802,2828,Shenandoah,44.0,291,Methodist,29.0,2023-09-02T17:00:00.000Z,True
173,190,401540684,455,WV Wesleyan,6.0,2304,Johnson C Smith,49.0,2023-09-02T17:00:00.000Z,True
174,184,401544115,2614,St. Vincent,0.0,2686,Washington & Jefferson,51.0,2023-09-02T17:00:00.000Z,True
175,187,401541092,2733,Wilmington OH,63.0,2748,Wooster,43.0,2023-09-02T17:00:00.000Z,True
176,176,401549810,2913,Brevard College,23.0,2683,Warner,29.0,2023-09-02T17:00:00.000Z,True
177,174,401550025,2845,Waynesburg,36.0,2018,Allegheny,39.0,2023-09-02T17:00:00.000Z,True
178,173,401550061,293,Castleton State College,25.0,2972,Plymouth State,21.0,2023-09-02T17:00:00.000Z,True
179,172,401550187,2600,St. Johns MN,34.0,386,Trinity TX,31.0,2023-09-02T17:00:00.000Z,True
180,171,401550289,297,Hampden-Sydney,28.0,89,Wabash College,29.0,2023-09-02T17:00:00.000Z,True
181,170,401550309,3111,Apprentice School,14.0,2047,Averett,34.0,2023-09-02T17:00:00.000Z,True
182,169,401550366,2553,Sewanee Univ. of the South,8.0,2373,Maryville TN,28.0,2023-09-02T17:00:00.000Z,True
183,168,401550391,146,Grove City College,17.0,2849,Westminster PA,7.0,2023-09-02T17:00:00.000Z,True
184,167,401551917,2969,Misericordia,14.0,3162,Alfred State College,24.0,2023-09-02T17:00:00.000Z,True
185,166,401552992,2248,Gettysburg,40.0,246,Juniata,20.0,2023-09-02T17:00:00.000Z,True
186,165,401553000,2725,Widener,42.0,2354,Lycoming,21.0,2023-09-02T17:00:00.000Z,True
187,164,401532570,2005,Air Force,42.0,2523,Robert Morris,7.0,2023-09-02T17:00:00.000Z,True
188,163,401550226,2688,Washington & Lee,7.0,2532,Salisbury,28.0,2023-09-02T17:00:00.000Z,True
189,162,401540508,284,Stonehill,17.0,160,New Hampshire,51.0,2023-09-02T17:00:00.000Z,True
190,175,401549817,2079,Bridgewater VA,19.0,216,Susquehanna,51.0,2023-09-02T17:00:00.000Z,True
191,193,401544962,2233,Franklin,32.0,354,Olivet College,35.0,2023-09-02T17:30:00.000Z,True
192,192,401550091,2121,Centre,7.0,2262,Hanover,10.0,2023-09-02T17:30:00.000Z,True
193,191,401544106,190,Defiance,6.0,426,Mount Union,45.0,2023-09-02T17:30:00.000Z,True
194,209,401520158,55,Jacksonville State,49.0,2193,East Tennessee State,3.0,2023-09-02T18:00:00.000Z,True
195,222,401550219,2044,Aurora,38.0,2812,Hope,17.0,2023-09-02T18:00:00.000Z,True
196,221,401540258,149,Montana,35.0,2086,Butler,20.0,2023-09-02T18:00:00.000Z,True
197,219,401547125,2045,Austin College,7.0,6845,Nebraska Wesleyan University,19.0,2023-09-02T18:00:00.000Z,True
198,218,401547099,2155,Cornell College IA,6.0,2141,Coe,56.0,2023-09-02T18:00:00.000Z,True
199,217,401544069,72,Elmhurst,14.0,2003,Adrian,3.0,2023-09-02T18:00:00.000Z,True
200,216,401531387,218,Temple,24.0,2006,Akron,21.0,2023-09-02T18:00:00.000Z,True
201,215,401546947,2911,William Jewell College,42.0,2237,Fort Lewis,6.0,2023-09-02T18:00:00.000Z,True
202,214,401550207,2832,St. Norbert,23.0,2891,Ripon,7.0,2023-09-02T18:00:00.000Z,True
203,213,401550212,80,Chicago,15.0,17,Claremont,24.0,2023-09-02T18:00:00.000Z,True
204,212,401550451,2591,St. Ambrose,7.0,2744,UW-Stout,35.0,2023-09-02T18:00:00.000Z,True
205,211,401554953,127991,Roosevelt,7.0,3071,North Central,41.0,2023-09-02T18:00:00.000Z,True
206,210,401550286,2302,John Carroll,23.0,2745,UW-Whitewater,27.0,2023-09-02T18:00:00.000Z,True
207,208,401525820,66,Iowa State,30.0,2460,Northern Iowa,9.0,2023-09-02T18:00:00.000Z,True
208,220,401550153,124,Augsburg,52.0,583,Northwestern MN,10.0,2023-09-02T18:00:00.000Z,True
209,206,401520168,145,Ole Miss,73.0,2382,Mercer,7.0,2023-09-02T18:00:00.000Z,True
210,194,401541120,2151,Concordia IL,14.0,2257,Greenville,41.0,2023-09-02T18:00:00.000Z,True
211,195,401547107,49,Dubuque,27.0,2746,Wittenberg,28.0,2023-09-02T18:00:00.000Z,True
212,196,401549767,409,Concordia WI,55.0,446,Martin Luther College,14.0,2023-09-02T18:00:00.000Z,True
213,197,401539986,2450,Norfolk State,24.0,330,Virginia State,33.0,2023-09-02T18:00:00.000Z,True
214,198,401547148,2723,UW-River Falls,45.0,2371,Mary Hardin-Baylor,22.0,2023-09-02T18:00:00.000Z,True
215,199,401549638,2106,Carthage,20.0,2790,Albion,41.0,2023-09-02T18:00:00.000Z,True
216,207,401532395,195,Ohio,27.0,112358,Long Island University,10.0,2023-09-02T18:00:00.000Z,True
217,201,401550179,162,Hamline,45.0,509,Crown College,13.0,2023-09-02T18:00:00.000Z,True
218,202,401547090,133,St. Olaf College,24.0,2964,Central,34.0,2023-09-02T18:00:00.000Z,True
219,203,401547080,2968,Gustavus Adolphus,51.0,63,Buena Vista,7.0,2023-09-02T18:00:00.000Z,True
220,204,401545800,2043,Augustana SD,38.0,559,University of Mary,7.0,2023-09-02T18:00:00.000Z,True
221,205,401549776,2738,Wisconsin-Eau Claire,31.0,2152,Concordia MN,28.0,2023-09-02T18:00:00.000Z,True
222,200,401549644,418,Hendrix College,27.0,143,Washington MO,44.0,2023-09-02T18:00:00.000Z,True
223,223,401541043,271,UW-Oshkosh,48.0,2639,Texas Lutheran,31.0,2023-09-02T18:05:00.000Z,True
224,224,401541898,11,Colorado Mesa,10.0,2658,Texas A&M-Kingsville,30.0,2023-09-02T19:00:00.000Z,True
225,225,401544926,2323,Lane,24.0,2396,Miles,37.0,2023-09-02T19:00:00.000Z,True
226,226,401523992,2483,Oregon,81.0,2502,Portland State,7.0,2023-09-02T19:00:00.000Z,True
227,227,401540155,2261,Hampton,35.0,2755,Grambling,31.0,2023-09-02T19:00:00.000Z,True
228,236,401520181,98,Western Kentucky,41.0,58,South Florida,24.0,2023-09-02T19:30:00.000Z,True
229,239,401520151,2,Auburn,59.0,113,UMass,14.0,2023-09-02T19:30:00.000Z,True
230,238,401525465,221,Pittsburgh,45.0,2747,Wofford,7.0,2023-09-02T19:30:00.000Z,True
231,237,401520161,120,Maryland,38.0,119,Towson,6.0,2023-09-02T19:30:00.000Z,True
232,234,401523997,264,Washington,56.0,68,Boise State,19.0,2023-09-02T19:30:00.000Z,True
233,235,401520180,275,Wisconsin,38.0,2084,Buffalo,17.0,2023-09-02T19:30:00.000Z,True
234,232,401531835,2026,Appalachian State,45.0,2241,Gardner-Webb,24.0,2023-09-02T19:30:00.000Z,True
235,231,401525824,251,Texas,37.0,242,Rice,10.0,2023-09-02T19:30:00.000Z,True
236,230,401540235,2449,North Dakota State,35.0,331,Eastern Washington,10.0,2023-09-02T19:30:00.000Z,True
237,229,401525435,87,Notre Dame,56.0,2634,Tennessee State,3.0,2023-09-02T19:30:00.000Z,True
238,228,401525818,2132,Cincinnati,66.0,2198,Eastern Kentucky,13.0,2023-09-02T19:30:00.000Z,True
239,233,401520156,84,Indiana,3.0,194,Ohio State,23.0,2023-09-02T19:30:00.000Z,True
240,250,401525466,183,Syracuse,65.0,2142,Colgate,0.0,2023-09-02T20:00:00.000Z,True
241,249,401520150,8,Arkansas,56.0,2717,Western Carolina,13.0,2023-09-02T20:00:00.000Z,True
242,248,401540369,155,North Dakota,55.0,2181,Drake,7.0,2023-09-02T20:00:00.000Z,True
243,246,401523991,249,North Texas,21.0,25,California,58.0,2023-09-02T20:00:00.000Z,True
244,245,401558977,2951,SUNY Maritime,34.0,173,Hartwick,11.0,2023-09-02T20:00:00.000Z,True
245,247,401532572,2439,UNLV,44.0,2803,Bryant,14.0,2023-09-02T20:00:00.000Z,True
246,243,401544144,2486,Pacific Lutheran,14.0,29,Redlands,24.0,2023-09-02T20:00:00.000Z,True
247,242,401551509,2094,Cal Lutheran,41.0,2588,Southwestern University,35.0,2023-09-02T20:00:00.000Z,True
248,241,401553004,2318,La Verne,21.0,2930,Willamette,24.0,2023-09-02T20:00:00.000Z,True
249,240,401520164,344,Mississippi State,48.0,2545,Southeastern Louisiana,7.0,2023-09-02T20:00:00.000Z,True
250,244,401550874,2508,Puget Sound,42.0,2333,Lewis & Clark,38.0,2023-09-02T20:00:00.000Z,True
251,251,401549743,3112,Christopher Newport,45.0,2896,Southern Virginia,0.0,2023-09-02T21:00:00.000Z,True
252,264,401539978,257,Richmond,10.0,2415,Morgan State,17.0,2023-09-02T22:00:00.000Z,True
253,273,401520154,61,Georgia,48.0,2630,UT Martin,7.0,2023-09-02T22:00:00.000Z,True
254,272,401531418,2226,Florida Atlantic,42.0,2405,Monmouth,20.0,2023-09-02T22:00:00.000Z,True
255,271,401540565,56,Stetson,34.0,125730,St. Thomas University Fl,33.0,2023-09-02T22:00:00.000Z,True
256,270,401531402,2429,Charlotte,24.0,2569,South Carolina State,3.0,2023-09-02T22:00:00.000Z,True
257,269,401550046,2362,Manchester,0.0,75,North Park,27.0,2023-09-02T22:00:00.000Z,True
258,268,401541797,215,Slippery Rock,28.0,131,Wayne State MI,17.0,2023-09-02T22:00:00.000Z,True
259,267,401541023,209,Lock Haven,58.0,126086,Post University,7.0,2023-09-02T22:00:00.000Z,True
