,home_id,home,home_score,away_id,away,away_score,startdate,complete
2038,2071,Bloomsburg,13.0,209,Lock Haven,21.0,2023-10-14T18:00:00.000Z,True
2037,74,Millikin,3.0,3071,North Central,75.0,2023-10-14T18:00:00.000Z,True
2036,2583,Southern Connecticut State,21.0,2022,American International,27.0,2023-10-14T18:00:00.000Z,True
2051,2371,Mary Hardin-Baylor,37.0,2834,Sul Ross State,13.0,2023-10-14T18:00:00.000Z,True
2041,2231,Fort Hays State,31.0,2438,Nebraska-Kearney,17.0,2023-10-14T18:00:00.000Z,True
2068,2237,Fort Lewis,14.0,11,Colorado Mesa,62.0,2023-10-14T18:00:00.000Z,True
2069,2146,Colorado Mines,45.0,613,South Dakota Mines,22.0,2023-10-14T18:00:00.000Z,True
2070,2424,New Mexico Highlands,7.0,2570,Colorado State-Pueblo,56.0,2023-10-14T18:00:00.000Z,True
2071,2911,William Jewell College,28.0,2825,Quincy,41.0,2023-10-14T18:00:00.000Z,True
2072,143,Washington MO,17.0,2042,Augustana IL,35.0,2023-10-14T18:00:00.000Z,True
2073,568,Minot State,17.0,3066,Concordia-St. Paul,10.0,2023-10-14T18:00:00.000Z,True
2074,210,Millersville,17.0,2974,Shepherd,33.0,2023-10-14T18:00:00.000Z,True
2075,2688,Washington & Lee,41.0,366,Ferrum,16.0,2023-10-14T18:00:00.000Z,True
2076,2302,John Carroll,44.0,427,Ohio Northern,14.0,2023-10-14T18:00:00.000Z,True
2077,2832,St. Norbert,9.0,2044,Aurora,37.0,2023-10-14T18:00:00.000Z,True
2078,375,St. Scholastica,17.0,133,St. Olaf College,37.0,2023-10-14T18:00:00.000Z,True
2079,2968,Gustavus Adolphus,55.0,2359,Macalester,18.0,2023-10-14T18:00:00.000Z,True
2080,2152,Concordia MN,58.0,162,Hamline,14.0,2023-10-14T18:00:00.000Z,True
2081,124,Augsburg,7.0,2802,Bethel MN,38.0,2023-10-14T18:00:00.000Z,True
2082,2909,Westfield State,23.0,379,UMass Dartmouth,26.0,2023-10-14T18:00:00.000Z,True
2083,2938,Huntingdon,28.0,2373,Maryville TN,21.0,2023-10-14T18:00:00.000Z,True
2084,2827,Rowan,18.0,3112,Christopher Newport,21.0,2023-10-14T18:00:00.000Z,True
2085,340,Bowdoin,35.0,121,Bates College,20.0,2023-10-14T18:00:00.000Z,True
2086,2524,Rockford,7.0,2283,Benedictine IL,19.0,2023-10-14T18:00:00.000Z,True
2087,2839,Tusculum,35.0,2842,UVA-Wise,7.0,2023-10-14T18:00:00.000Z,True
2088,2013,Albany State GA,27.0,2019,Allen,39.0,2023-10-14T18:00:00.000Z,True
2067,2214,Emporia State,38.0,2687,Washburn,23.0,2023-10-14T18:00:00.000Z,True
2035,2586,Southwest Baptist,19.0,2402,Missouri S&T,45.0,2023-10-14T18:00:00.000Z,True
2066,137,Missouri Western,23.0,138,Northwest Missouri State,27.0,2023-10-14T18:00:00.000Z,True
2064,2733,Wilmington OH,15.0,317,Marietta,45.0,2023-10-14T18:00:00.000Z,True
2042,2194,East Texas Baptist,,241,McMurry,,2023-10-14T18:00:00.000Z,True
2043,75,North Park,20.0,306,Illinois Wesleyan,18.0,2023-10-14T18:00:00.000Z,True
2044,6353,Lakeland University,17.0,2151,Concordia IL,9.0,2023-10-14T18:00:00.000Z,True
2045,268,Lawrence,14.0,266,Beloit College,34.0,2023-10-14T18:00:00.000Z,True
2046,2286,Illinois College,61.0,255,Knox College,7.0,2023-10-14T18:00:00.000Z,True
2047,2674,Valparaiso,21.0,2413,Morehead State,24.0,2023-10-14T18:00:00.000Z,True
2048,2812,Hope,17.0,2800,Alma College,35.0,2023-10-14T18:00:00.000Z,True
2049,2919,Monmouth IL,43.0,2155,Cornell College IA,6.0,2023-10-14T18:00:00.000Z,True
2050,6845,Nebraska Wesleyan University,38.0,263,Loras College,41.0,2023-10-14T18:00:00.000Z,True
2052,32,Carroll WI,62.0,72,Elmhurst,14.0,2023-10-14T18:00:00.000Z,True
2053,262,Lake Forest,47.0,65,Grinnell,0.0,2023-10-14T18:00:00.000Z,True
2054,2600,St. Johns MN,63.0,2101,Carleton,7.0,2023-10-14T18:00:00.000Z,True
2055,2748,Wooster,7.0,83,DePauw,53.0,2023-10-14T18:00:00.000Z,True
2056,2364,Minnesota State,45.0,2848,Western Oregon,14.0,2023-10-14T18:00:00.000Z,True
2057,2519,Rhodes,30.0,2553,Sewanee Univ. of the South,10.0,2023-10-14T18:00:00.000Z,True
2058,2657,Tuskegee,38.0,2206,Edward Waters,41.0,2023-10-14T18:00:00.000Z,True
2059,63,Buena Vista,17.0,67,Luther,10.0,2023-10-14T18:00:00.000Z,True
2060,2564,Simpson College,0.0,2141,Coe,28.0,2023-10-14T18:00:00.000Z,True
2061,2744,UW-Stout,51.0,2743,Wisconsin-Stevens Point,14.0,2023-10-14T18:00:00.000Z,True
2062,2723,UW-River Falls,14.0,2745,UW-Whitewater,21.0,2023-10-14T18:00:00.000Z,True
2063,272,Wisconsin-Platteville,17.0,2740,Wisconsin-La Crosse,21.0,2023-10-14T18:00:00.000Z,True
2065,2331,Lenoir-Rhyne,47.0,122666,Barton College,3.0,2023-10-14T18:00:00.000Z,True
2034,2220,Fayetteville State,19.0,2940,Livingstone,14.0,2023-10-14T18:00:00.000Z,True
2026,2291,Indiana PA,20.0,2205,Edinboro,10.0,2023-10-14T18:00:00.000Z,True
2032,2963,Case Western Reserve,31.0,2849,Westminster PA,6.0,2023-10-14T18:00:00.000Z,True
2031,2046,Austin Peay,41.0,2241,Gardner-Webb,14.0,2023-10-14T18:00:00.000Z,True
2030,155,North Dakota,49.0,2449,North Dakota State,24.0,2023-10-14T18:00:00.000Z,True
2029,2050,Ball State,6.0,2649,Toledo,13.0,2023-10-14T18:00:00.000Z,True
2028,2429,Charlotte,0.0,2426,Navy,14.0,2023-10-14T18:00:00.000Z,True
2027,2079,Bridgewater VA,3.0,2516,Randolph-Macon,38.0,2023-10-14T18:00:00.000Z,True
2033,330,Virginia State,39.0,124180,Bluefield,23.0,2023-10-14T18:00:00.000Z,True
2089,271,UW-Oshkosh,35.0,2738,Wisconsin-Eau Claire,7.0,2023-10-14T18:05:00.000Z,True
2090,173,Hartwick,21.0,374,St. John Fisher,38.0,2023-10-14T18:30:00.000Z,True
2091,2685,Wartburg,31.0,49,Dubuque,10.0,2023-10-14T18:30:00.000Z,True
2113,93,Murray State,6.0,79,Southern Illinois,27.0,2023-10-14T19:00:00.000Z,True
2110,351,Wingate,10.0,2336,Limestone,17.0,2023-10-14T19:00:00.000Z,True
2109,2001,Adams State,14.0,2123,Chadron State,53.0,2023-10-14T19:00:00.000Z,True
2108,2122,Central Oklahoma,59.0,2876,Lincoln MO,17.0,2023-10-14T19:00:00.000Z,True
2107,2823,Northwestern Oklahoma State,7.0,2191,East Central,42.0,2023-10-14T19:00:00.000Z,True
2106,2271,Henderson State,34.0,2568,Southern Arkansas,35.0,2023-10-14T19:00:00.000Z,True
2105,254,Utah,34.0,25,California,14.0,2023-10-14T19:00:00.000Z,True
2104,2033,Arkansas Tech,24.0,2028,Arkansas-Monticello,10.0,2023-10-14T19:00:00.000Z,True
2103,2403,Missouri Southern State,21.0,90,Pittsburg State,31.0,2023-10-14T19:00:00.000Z,True
2102,60,Morehouse,22.0,2396,Miles,36.0,2023-10-14T19:00:00.000Z,True
2101,2758,Howard Payne,35.0,2045,Austin College,11.0,2023-10-14T19:00:00.000Z,True
2100,3,Birmingham-Southern,16.0,418,Hendrix College,15.0,2023-10-14T19:00:00.000Z,True
2099,80,Chicago,21.0,2891,Ripon,6.0,2023-10-14T19:00:00.000Z,True
2098,2927,Southwestern Oklahoma,13.0,319,Oklahoma Baptist,20.0,2023-10-14T19:00:00.000Z,True
2097,2060,Bentley,27.0,2487,Pace,9.0,2023-10-14T19:00:00.000Z,True
2096,2714,Western State,35.0,2069,Black Hills State,20.0,2023-10-14T19:00:00.000Z,True
2095,2851,Winona State,28.0,2043,Augustana SD,48.0,2023-10-14T19:00:00.000Z,True
2094,2287,Illinois State,44.0,282,Indiana State,7.0,2023-10-14T19:00:00.000Z,True
2093,2755,Grambling,24.0,2010,Alabama A&M,45.0,2023-10-14T19:00:00.000Z,True
2092,125,Grand Valley State,49.0,2222,Ferris State,28.0,2023-10-14T19:00:00.000Z,True
2111,2323,Lane,14.0,2310,Kentucky State,21.0,2023-10-14T19:00:00.000Z,True
2112,2571,South Dakota State,41.0,2460,Northern Iowa,6.0,2023-10-14T19:00:00.000Z,True
2118,2546,Southeast Missouri State,35.0,2197,Eastern Illinois,28.0,2023-10-14T19:00:00.000Z,True
2115,2458,Northern Colorado,13.0,16,Sacramento State,21.0,2023-10-14T19:00:00.000Z,True
2116,2198,Eastern Kentucky,41.0,2627,Tarleton State,35.0,2023-10-14T19:00:00.000Z,True
2117,2065,Bethune-Cookman,31.0,2640,Texas Southern,34.0,2023-10-14T19:00:00.000Z,True
2119,2400,Mississippi Valley State,42.0,2029,Arkansas-Pine Bluff,17.0,2023-10-14T19:00:00.000Z,True
2120,2296,Jackson State,19.0,2011,Alabama State,24.0,2023-10-14T19:00:00.000Z,True
2121,2401,Mississippi College,10.0,2673,Valdosta State,21.0,2023-10-14T19:00:00.000Z,True
2122,196,Northeastern State,24.0,2118,Central Missouri State,63.0,2023-10-14T19:00:00.000Z,True
2123,200,Southern Nazarene,19.0,199,Southeastern Oklahoma,20.0,2023-10-14T19:00:00.000Z,True
2114,48,Delaware,21.0,2448,North Carolina A&T,6.0,2023-10-14T19:00:00.000Z,True
2137,2084,Buffalo,14.0,189,Bowling Green,24.0,2023-10-14T19:30:00.000Z,True
2140,2858,California PA,41.0,611,Seton Hill College,14.0,2023-10-14T19:30:00.000Z,True
2135,349,Army,0.0,2653,Troy,19.0,2023-10-14T19:30:00.000Z,True
2134,213,Penn State,63.0,113,UMass,0.0,2023-10-14T19:30:00.000Z,True
2133,203,Linfield,41.0,415,George Fox University,13.0,2023-10-14T19:30:00.000Z,True
2132,2579,South Carolina,39.0,57,Florida,41.0,2023-10-14T19:30:00.000Z,True
2131,2633,Tennessee,20.0,245,Texas A&M,13.0,2023-10-14T19:30:00.000Z,True
2126,2628,TCU,44.0,252,BYU,11.0,2023-10-14T19:30:00.000Z,True
2129,264,Washington,36.0,2483,Oregon,33.0,2023-10-14T19:30:00.000Z,True
2128,259,Virginia Tech,30.0,154,Wake Forest,13.0,2023-10-14T19:30:00.000Z,True
2127,197,Oklahoma State,39.0,2305,Kansas,32.0,2023-10-14T19:30:00.000Z,True
2138,2711,Western Michigan,21.0,193,Miami OH,34.0,2023-10-14T19:30:00.000Z,True
2124,120,Maryland,24.0,356,Illinois,27.0,2023-10-14T19:30:00.000Z,True
2139,2619,Stony Brook,7.0,2230,Fordham,26.0,2023-10-14T19:30:00.000Z,True
2130,2193,East Tennessee State,41.0,2747,Wofford,10.0,2023-10-14T19:30:00.000Z,True
2136,2117,Central Michigan,17.0,2006,Akron,10.0,2023-10-14T19:30:00.000Z,True
2125,58,South Florida,14.0,2226,Florida Atlantic,56.0,2023-10-14T19:30:00.000Z,True
2155,2382,Mercer,10.0,236,Chattanooga,22.0,2023-10-14T20:00:00.000Z,True
2142,391,Oberlin,7.0,2746,Wittenberg,72.0,2023-10-14T20:00:00.000Z,True
2143,2018,Allegheny,7.0,146,Grove City College,31.0,2023-10-14T20:00:00.000Z,True
2144,101784,Erskine,10.0,2105,Carson-Newman,14.0,2023-10-14T20:00:00.000Z,True
2145,275,Wisconsin,6.0,2294,Iowa,15.0,2023-10-14T20:00:00.000Z,True
2146,2464,Northern Arizona,21.0,2502,Portland State,45.0,2023-10-14T20:00:00.000Z,True
2147,2721,Whitworth,63.0,2508,Puget Sound,21.0,2023-10-14T20:00:00.000Z,True
2148,437,Lake Erie College,0.0,2838,Tiffin,50.0,2023-10-14T20:00:00.000Z,True
2149,2000,Abilene Christian,30.0,2453,North Alabama,13.0,2023-10-14T20:00:00.000Z,True
2150,389,Upper Iowa,34.0,2816,McKendree,41.0,2023-10-14T20:00:00.000Z,True
2151,2930,Willamette,7.0,2486,Pacific Lutheran,62.0,2023-10-14T20:00:00.000Z,True
2152,2803,Bryant,43.0,2523,Robert Morris,24.0,2023-10-14T20:00:00.000Z,True
2141,2545,Southeastern Louisiana,24.0,2320,Lamar,30.0,2023-10-14T20:00:00.000Z,True
2153,2447,Nicholls,,2466,Northwestern State,,2023-10-14T20:00:00.000Z,False
2156,2459,Northern Illinois,23.0,195,Ohio,13.0,2023-10-14T20:00:00.000Z,True
2157,2047,Averett,28.0,297,Hampden-Sydney,31.0,2023-10-14T20:00:00.000Z,True
2158,2710,Western Illinois,7.0,2623,Missouri State,48.0,2023-10-14T20:00:00.000Z,True
2159,2444,Newberry,38.0,2107,Catawba,31.0,2023-10-14T20:00:00.000Z,True
2154,2127,Charleston Southern,24.0,2815,Lindenwood,10.0,2023-10-14T20:00:00.000Z,True
2160,101,Eureka College,14.0,2741,Wisconsin Lutheran,42.0,2023-10-14T21:00:00.000Z,True
2161,2695,West Alabama,10.0,110242,West Florida,6.0,2023-10-14T21:00:00.000Z,True
2162,2582,Southern,45.0,124179,Lincoln University CA,18.0,2023-10-14T21:00:00.000Z,True
2163,2110,Central Arkansas,24.0,2617,Stephen F. Austin,21.0,2023-10-14T21:00:00.000Z,True
2164,2916,Incarnate Word,28.0,2837,Texas A&M-Commerce,11.0,2023-10-14T21:00:00.000Z,True
2165,2440,Nevada,27.0,2439,UNLV,45.0,2023-10-14T21:00:00.000Z,True
2166,2318,La Verne,17.0,17,Claremont,30.0,2023-10-14T21:00:00.000Z,True
2167,191,Heidelberg,28.0,359,Otterbein,8.0,2023-10-14T21:00:00.000Z,True
2168,2587,Southwest Minnesota State,17.0,425,Northern State,24.0,2023-10-14T21:00:00.000Z,True
2169,131,Wayne State MI,3.0,110254,Davenport,32.0,2023-10-14T22:00:00.000Z,True
2170,2698,West Georgia,35.0,2804,Chowan,24.0,2023-10-14T22:00:00.000Z,True
2171,2757,Berry College,64.0,2398,Millsaps,7.0,2023-10-14T22:00:00.000Z,True
2172,286,NC Wesleyan,34.0,2256,Greensboro,28.0,2023-10-14T22:00:00.000Z,True
2173,2634,Tennessee State,24.0,2450,Norfolk State,17.0,2023-10-14T22:00:00.000Z,True
2174,304,Idaho State,42.0,331,Eastern Washington,41.0,2023-10-14T22:00:00.000Z,True
2175,167,New Mexico,24.0,23,San José State,52.0,2023-10-14T22:00:00.000Z,True
2177,112,Tufts,49.0,336,Wesleyan,14.0,2023-10-14T22:30:00.000Z,True
2176,221,Pittsburgh,38.0,97,Louisville,21.0,2023-10-14T22:30:00.000Z,True
2188,110243,University of Texas of the Permian Basin,52.0,2201,Eastern New Mexico,29.0,2023-10-14T23:00:00.000Z,True
2189,2005,Air Force,34.0,2751,Wyoming,27.0,2023-10-14T23:00:00.000Z,True
2192,2247,Georgia State,41.0,276,Marshall,24.0,2023-10-14T23:00:00.000Z,True
2191,2641,Texas Tech,21.0,2306,Kansas State,38.0,2023-10-14T23:00:00.000Z,True
2179,332,Muskingum,22.0,188,Baldwin-Wallace,34.0,2023-10-14T23:00:00.000Z,True
2190,99,LSU,48.0,2,Auburn,18.0,2023-10-14T23:00:00.000Z,True
2180,326,Texas State,21.0,2433,Louisiana Monroe,20.0,2023-10-14T23:00:00.000Z,True
2181,265,Washington State,6.0,12,Arizona,44.0,2023-10-14T23:00:00.000Z,True
2182,2277,Houston Christian,30.0,2504,Prairie View,0.0,2023-10-14T23:00:00.000Z,True
2183,396,Wheaton College Ill,50.0,2106,Carthage,13.0,2023-10-14T23:00:00.000Z,True
2187,127954,Eastern University,21.0,2015,Albright,9.0,2023-10-14T23:00:00.000Z,True
2184,128,Northern Michigan,0.0,2392,Michigan Tech,62.0,2023-10-14T23:00:00.000Z,True
2185,2264,Harding,41.0,2888,Ouachita Baptist,10.0,2023-10-14T23:00:00.000Z,True
2178,205,Pacific OR,35.0,2333,Lewis & Clark,51.0,2023-10-14T23:00:00.000Z,True
2186,2170,Delta State,49.0,2822,North Greenville,27.0,2023-10-14T23:00:00.000Z,True
2194,153,North Carolina,41.0,2390,Miami,31.0,2023-10-14T23:30:00.000Z,True
2195,87,Notre Dame,48.0,30,USC,20.0,2023-10-14T23:30:00.000Z,True
2193,96,Kentucky,21.0,142,Missouri,38.0,2023-10-14T23:30:00.000Z,True
2196,2692,Weber State,16.0,302,UC Davis,17.0,2023-10-15T00:00:00.000Z,True
2203,2636,UT San Antonio,41.0,5,UAB,20.0,2023-10-15T00:00:00.000Z,True
2202,204,Oregon State,36.0,26,UCLA,24.0,2023-10-15T00:00:00.000Z,True
2201,2395,Midwestern State,7.0,2120,Central Washington,10.0,2023-10-15T00:00:00.000Z,True
2199,2704,West Texas A&M,49.0,2703,Western New Mexico,27.0,2023-10-15T00:00:00.000Z,True
2198,150,Duke,24.0,152,NC State,3.0,2023-10-15T00:00:00.000Z,True
2200,2658,Texas A&M-Kingsville,16.0,2025,Angelo State,38.0,2023-10-15T00:00:00.000Z,True
2197,147,Montana State,59.0,13,Cal Poly,19.0,2023-10-15T00:00:00.000Z,True
2204,36,Colorado State,31.0,68,Boise State,30.0,2023-10-15T01:45:00.000Z,True
2206,2923,Pomona-Pitzer,0.0,411,Chapman,21.0,2023-10-15T02:00:00.000Z,True
2205,29,Redlands,20.0,2094,Cal Lutheran,10.0,2023-10-15T02:00:00.000Z,True
2207,70,Idaho,21.0,149,Montana,23.0,2023-10-15T02:30:00.000Z,True
2208,62,Hawai'i,34.0,21,San Diego State,41.0,2023-10-15T03:00:00.000Z,True
2209,2335,Liberty,42.0,2393,Middle Tennessee,35.0,2023-10-17T23:00:00.000Z,True
2210,55,Jacksonville State,20.0,98,Western Kentucky,17.0,2023-10-17T23:30:00.000Z,True
2211,6,South Alabama,55.0,2572,Southern Mississippi,3.0,2023-10-17T23:30:00.000Z,True
2212,2534,Sam Houston State,27.0,2229,Florida International,33.0,2023-10-18T23:00:00.000Z,True
2213,2638,UTEP,7.0,166,New Mexico State,28.0,2023-10-19T01:00:00.000Z,True
2216,276,Marshall,9.0,256,James Madison,20.0,2023-10-19T23:00:00.000Z,True
2214,202,Tulsa,10.0,242,Rice,42.0,2023-10-19T23:00:00.000Z,True
2215,2707,West Virginia State,14.0,341,Frostburg State,28.0,2023-10-19T23:00:00.000Z,True
2217,2415,Morgan State,10.0,2428,North Carolina Central,16.0,2023-10-19T23:30:00.000Z,True
2218,2466,Northwestern State,20.0,2545,Southeastern Louisiana,37.0,2023-10-20T00:00:00.000Z,True
2219,218,Temple,0.0,2567,SMU,55.0,2023-10-20T23:00:00.000Z,True
2220,2843,Western Connecticut State,28.0,110,Mass Maritime,0.0,2023-10-20T23:00:00.000Z,True
2259,247,King's College PA,28.0,127954,Eastern University,18.0,2023-10-21T16:00:00.000Z,True
2243,2383,Merchant Marine,40.0,2749,Worcester Polytechnic,28.0,2023-10-21T16:00:00.000Z,True
2244,2951,SUNY Maritime,28.0,109,MIT,35.0,2023-10-21T16:00:00.000Z,True
2245,2056,Belhaven College,45.0,291,Methodist,10.0,2023-10-21T16:00:00.000Z,True
2246,352,Kenyon,18.0,89,Wabash College,67.0,2023-10-21T16:00:00.000Z,True
2247,2646,Thomas More,33.0,2273,Hillsdale,35.0,2023-10-21T16:00:00.000Z,True
2248,365,Alfred,0.0,390,Utica,28.0,2023-10-21T16:00:00.000Z,True
2249,2221,FDU-Florham,41.0,111674,Alvernia University,16.0,2023-10-21T16:00:00.000Z,True
2250,2038,Assumption,0.0,2830,St. Anselm,14.0,2023-10-21T16:00:00.000Z,True
2251,2205,Edinboro,20.0,2134,Clarion,34.0,2023-10-21T16:00:00.000Z,True
2252,2132,Cincinnati,29.0,239,Baylor,32.0,2023-10-21T16:00:00.000Z,True
2253,2015,Albright,3.0,2725,Widener,48.0,2023-10-21T16:00:00.000Z,True
2254,286,NC Wesleyan,34.0,2896,Southern Virginia,7.0,2023-10-21T16:00:00.000Z,True
2255,2884,Nichols,0.0,452,Endicott College,48.0,2023-10-21T16:00:00.000Z,True
2256,2972,Plymouth State,35.0,402,Worcester State College,0.0,2023-10-21T16:00:00.000Z,True
2257,110438,Dean College,20.0,15,Anna Maria College,52.0,2023-10-21T16:00:00.000Z,True
2258,471,Stevenson,33.0,2969,Misericordia,21.0,2023-10-21T16:00:00.000Z,True
2242,268,Lawrence,0.0,2286,Illinois College,72.0,2023-10-21T16:00:00.000Z,True
2240,237,Union,27.0,174,Hobart,10.0,2023-10-21T16:00:00.000Z,True
2241,184,Rochester,10.0,175,Ithaca,24.0,2023-10-21T16:00:00.000Z,True
2227,81,Springfield,31.0,2776,Salve Regina,21.0,2023-10-21T16:00:00.000Z,True
2221,5,UAB,21.0,235,Memphis,45.0,2023-10-21T16:00:00.000Z,True
2222,8,Arkansas,3.0,344,Mississippi State,7.0,2023-10-21T16:00:00.000Z,True
2223,194,Ohio State,20.0,213,Penn State,12.0,2023-10-21T16:00:00.000Z,True
2224,195,Ohio,20.0,2711,Western Michigan,17.0,2023-10-21T16:00:00.000Z,True
2225,84,Indiana,14.0,164,Rutgers,31.0,2023-10-21T16:00:00.000Z,True
2226,2426,Navy,6.0,2005,Air Force,17.0,2023-10-21T16:00:00.000Z,True
2239,2974,Shepherd,59.0,223,West Chester,21.0,2023-10-21T16:00:00.000Z,True
2228,2256,Greensboro,8.0,2938,Huntingdon,56.0,2023-10-21T16:00:00.000Z,True
2229,2022,American International,12.0,2060,Bentley,62.0,2023-10-21T16:00:00.000Z,True
2231,47,Howard,27.0,2450,Norfolk State,23.0,2023-10-21T16:00:00.000Z,True
2232,43,Yale,17.0,219,Pennsylvania,27.0,2023-10-21T16:00:00.000Z,True
2233,112358,Long Island University,0.0,2771,Merrimack,39.0,2023-10-21T16:00:00.000Z,True
2234,2681,Wagner,3.0,2115,Central Connecticut,17.0,2023-10-21T16:00:00.000Z,True
2235,374,St. John Fisher,14.0,2782,SUNY Cortland,42.0,2023-10-21T16:00:00.000Z,True
2236,246,Juniata,13.0,323,Moravian,44.0,2023-10-21T16:00:00.000Z,True
2237,201,Oklahoma,31.0,2116,UCF,29.0,2023-10-21T16:00:00.000Z,True
2238,59,Georgia Tech,23.0,103,Boston College,38.0,2023-10-21T16:00:00.000Z,True
2230,2169,Delaware State,7.0,2569,South Carolina State,35.0,2023-10-21T16:00:00.000Z,True
2260,359,Otterbein,0.0,188,Baldwin-Wallace,24.0,2023-10-21T16:30:00.000Z,True
2272,124180,Bluefield,11.0,2075,Bowie State,40.0,2023-10-21T17:00:00.000Z,True
2270,2105,Carson-Newman,17.0,2369,Mars Hill,21.0,2023-10-21T17:00:00.000Z,True
2274,308,Ashland,31.0,437,Lake Erie College,19.0,2023-10-21T17:00:00.000Z,True
2273,2257,Greenville,12.0,583,Northwestern MN,32.0,2023-10-21T17:00:00.000Z,True
2271,3110,Morrisville State,0.0,2781,Brockport State NY,49.0,2023-10-21T17:00:00.000Z,True
2288,2175,Dickinson,21.0,2422,Muhlenberg,42.0,2023-10-21T17:00:00.000Z,True
2275,2682,Walsh,0.0,2224,Findlay,23.0,2023-10-21T17:00:00.000Z,True
2302,2394,Middlebury,48.0,121,Bates College,7.0,2023-10-21T17:00:00.000Z,True
2303,33,Colby,6.0,348,Hamilton,17.0,2023-10-21T17:00:00.000Z,True
2304,297,Hampden-Sydney,17.0,2688,Washington & Lee,21.0,2023-10-21T17:00:00.000Z,True
2305,2373,Maryville TN,26.0,548,LaGrange College,6.0,2023-10-21T17:00:00.000Z,True
2306,2274,Hiram,27.0,391,Oberlin,19.0,2023-10-21T17:00:00.000Z,True
2307,40,Curry,13.0,111675,University of New England,19.0,2023-10-21T17:00:00.000Z,True
2308,209,Lock Haven,3.0,2315,Kutztown,7.0,2023-10-21T17:00:00.000Z,True
2309,455,WV Wesleyan,0.0,2882,UNC Pembroke,56.0,2023-10-21T17:00:00.000Z,True
2310,2392,Michigan Tech,21.0,2222,Ferris State,35.0,2023-10-21T17:00:00.000Z,True
2311,128,Northern Michigan,14.0,125,Grand Valley State,73.0,2023-10-21T17:00:00.000Z,True
2312,2676,Virginia Union,57.0,2339,Lincoln PA,0.0,2023-10-21T17:00:00.000Z,True
2313,2487,Pace,23.0,2583,Southern Connecticut State,25.0,2023-10-21T17:00:00.000Z,True
2314,2779,St Lawrence,7.0,2528,Rensselaer,37.0,2023-10-21T17:00:00.000Z,True
2315,2166,Davidson,42.0,2674,Valparaiso,21.0,2023-10-21T17:00:00.000Z,True
2316,2168,Dayton,10.0,2086,Butler,37.0,2023-10-21T17:00:00.000Z,True
2317,2970,William Paterson,13.0,2818,Montclair State,14.0,2023-10-21T17:00:00.000Z,True
2318,112334,Franklin Pierce,13.0,126086,Post University,16.0,2023-10-21T17:00:00.000Z,True
2319,7,Amherst College,14.0,112,Tufts,34.0,2023-10-21T17:00:00.000Z,True
2320,122774,Keystone,7.0,2354,Lycoming,34.0,2023-10-21T17:00:00.000Z,True
2321,2477,Ohio Dominican,15.0,2886,Northwood MI,0.0,2023-10-21T17:00:00.000Z,True
2322,2398,Millsaps,20.0,2121,Centre,59.0,2023-10-21T17:00:00.000Z,True
2301,2827,Rowan,20.0,2532,Salisbury,35.0,2023-10-21T17:00:00.000Z,True
2269,2516,Randolph-Macon,48.0,2828,Shenandoah,13.0,2023-10-21T17:00:00.000Z,True
2300,2800,Alma College,43.0,126,Kalamazoo,10.0,2023-10-21T17:00:00.000Z,True
2298,2808,Delaware Valley,21.0,388,Lebanon Valley,17.0,2023-10-21T17:00:00.000Z,True
2276,215,Slippery Rock,42.0,2858,California PA,21.0,2023-10-21T17:00:00.000Z,True
2277,146,Grove City College,49.0,2614,St. Vincent,0.0,2023-10-21T17:00:00.000Z,True
2278,2249,Glenville State,44.0,2148,Concord,7.0,2023-10-21T17:00:00.000Z,True
2279,2128,Charleston WV,30.0,2986,Fairmont State,33.0,2023-10-21T17:00:00.000Z,True
2280,282,Indiana State,3.0,233,South Dakota,17.0,2023-10-21T17:00:00.000Z,True
2281,163,Princeton,21.0,108,Harvard,14.0,2023-10-21T17:00:00.000Z,True
2282,433,Westminster,13.0,2399,Minnesota-Morris,34.0,2023-10-21T17:00:00.000Z,True
2283,172,Cornell,36.0,225,Brown,14.0,2023-10-21T17:00:00.000Z,True
2284,2506,Presbyterian College,10.0,2368,Marist,19.0,2023-10-21T17:00:00.000Z,True
2285,2448,North Carolina A&T,10.0,257,Richmond,33.0,2023-10-21T17:00:00.000Z,True
2286,56,Stetson,6.0,2900,St. Thomas MN,38.0,2023-10-21T17:00:00.000Z,True
2287,2700,McDaniel College,17.0,2234,Franklin & Marshall,27.0,2023-10-21T17:00:00.000Z,True
2289,336,Wesleyan,35.0,340,Bowdoin,30.0,2023-10-21T17:00:00.000Z,True
2290,236,Chattanooga,34.0,2193,East Tennessee State,3.0,2023-10-21T17:00:00.000Z,True
2291,107,Holy Cross,35.0,322,Lafayette,38.0,2023-10-21T17:00:00.000Z,True
2292,2083,Bucknell,18.0,2329,Lehigh,27.0,2023-10-21T17:00:00.000Z,True
2293,112335,Wheeling Jesuit,0.0,2017,Alderson-Broaddus,0.0,2023-10-21T17:00:00.000Z,False
2294,3112,Christopher Newport,34.0,2871,Kean,10.0,2023-10-21T17:00:00.000Z,True
2295,216,Susquehanna,34.0,398,Wilkes,7.0,2023-10-21T17:00:00.000Z,True
2296,2184,Duquesne,38.0,2598,St Francis PA,35.0,2023-10-21T17:00:00.000Z,True
2297,284,Stonehill,22.0,2529,Sacred Heart,19.0,2023-10-21T17:00:00.000Z,True
2299,2790,Albion,28.0,2651,Trine,35.0,2023-10-21T17:00:00.000Z,True
