,home_id,home,home_score,away_id,away,away_score,startdate,complete
967,2393,Middle Tennessee,35.0,93,Murray State,14.0,2023-09-16T23:00:00.000Z,True
966,2033,Arkansas Tech,24.0,2271,Henderson State,27.0,2023-09-16T23:00:00.000Z,True
965,2264,Harding,59.0,2028,Arkansas-Monticello,19.0,2023-09-16T23:00:00.000Z,True
964,2639,Texas Lutheran,14.0,3178,Ave Maria,27.0,2023-09-16T23:00:00.000Z,True
963,2980,Ohio Wesleyan,49.0,2748,Wooster,20.0,2023-09-16T23:00:00.000Z,True
976,2316,Kentucky Wesleyan,31.0,2682,Walsh,28.0,2023-09-16T23:00:00.000Z,True
945,57,Florida,29.0,2633,Tennessee,16.0,2023-09-16T23:00:00.000Z,True
947,2032,Arkansas State,31.0,2619,Stony Brook,7.0,2023-09-16T23:00:00.000Z,True
948,2582,Southern,20.0,2010,Alabama A&M,10.0,2023-09-16T23:00:00.000Z,True
949,2046,Austin Peay,63.0,2193,East Tennessee State,3.0,2023-09-16T23:00:00.000Z,True
950,2635,Tennessee Tech,7.0,2453,North Alabama,20.0,2023-09-16T23:00:00.000Z,True
951,2630,UT Martin,66.0,2277,Houston Christian,7.0,2023-09-16T23:00:00.000Z,True
952,2016,Alcorn State,17.0,2377,McNeese,3.0,2023-09-16T23:00:00.000Z,True
953,2466,Northwestern State,7.0,2617,Stephen F. Austin,41.0,2023-09-16T23:00:00.000Z,True
954,2132,Cincinnati,24.0,193,Miami OH,31.0,2023-09-16T23:00:00.000Z,True
955,2546,Southeast Missouri State,25.0,79,Southern Illinois,26.0,2023-09-16T23:00:00.000Z,True
956,2710,Western Illinois,40.0,2815,Lindenwood,43.0,2023-09-16T23:00:00.000Z,True
957,242,Rice,59.0,2640,Texas Southern,7.0,2023-09-16T23:00:00.000Z,True
958,2567,SMU,69.0,2504,Prairie View,0.0,2023-09-16T23:00:00.000Z,True
959,2641,Texas Tech,41.0,2627,Tarleton State,3.0,2023-09-16T23:00:00.000Z,True
960,2927,Southwestern Oklahoma,13.0,2191,East Central,24.0,2023-09-16T23:00:00.000Z,True
946,324,Coastal Carolina,66.0,2184,Duquesne,7.0,2023-09-16T23:00:00.000Z,True
961,2888,Ouachita Baptist,52.0,2568,Southern Arkansas,24.0,2023-09-16T23:00:00.000Z,True
978,2822,North Greenville,23.0,2695,West Alabama,16.0,2023-09-16T23:00:00.000Z,True
980,2876,Lincoln MO,10.0,2687,Washburn,24.0,2023-09-16T23:00:00.000Z,True
979,196,Northeastern State,0.0,2214,Emporia State,38.0,2023-09-16T23:00:00.000Z,True
989,2348,Louisiana Tech,37.0,249,North Texas,40.0,2023-09-16T23:00:00.000Z,True
988,158,Nebraska,35.0,2459,Northern Illinois,11.0,2023-09-16T23:00:00.000Z,True
987,2439,UNLV,40.0,238,Vanderbilt,37.0,2023-09-16T23:00:00.000Z,True
986,2584,Southern Oregon,49.0,2930,Willamette,7.0,2023-09-16T23:00:00.000Z,True
962,2823,Northwestern Oklahoma State,29.0,200,Southern Nazarene,42.0,2023-09-16T23:00:00.000Z,True
984,2963,Case Western Reserve,24.0,146,Grove City College,27.0,2023-09-16T23:00:00.000Z,True
983,2844,Wayne State NE,49.0,2587,Southwest Minnesota State,10.0,2023-09-16T23:00:00.000Z,True
982,425,Northern State,41.0,559,University of Mary,10.0,2023-09-16T23:00:00.000Z,True
985,2646,Thomas More,18.0,2477,Ohio Dominican,17.0,2023-09-16T23:00:00.000Z,True
981,2042,Augustana IL,74.0,72,Elmhurst,6.0,2023-09-16T23:00:00.000Z,True
995,96,Kentucky,35.0,2006,Akron,3.0,2023-09-16T23:30:00.000Z,True
994,145,Ole Miss,48.0,59,Georgia Tech,23.0,2023-09-16T23:30:00.000Z,True
996,8,Arkansas,31.0,252,BYU,38.0,2023-09-16T23:30:00.000Z,True
992,2509,Purdue,20.0,183,Syracuse,35.0,2023-09-16T23:30:00.000Z,True
991,130,Michigan,31.0,189,Bowling Green,6.0,2023-09-16T23:30:00.000Z,True
990,277,West Virginia,17.0,221,Pittsburgh,6.0,2023-09-16T23:30:00.000Z,True
993,3066,Concordia-St. Paul,16.0,2043,Augustana SD,24.0,2023-09-16T23:30:00.000Z,True
1011,2703,Western New Mexico,9.0,2658,Texas A&M-Kingsville,30.0,2023-09-17T00:00:00.000Z,True
1010,167,New Mexico,17.0,166,New Mexico State,27.0,2023-09-17T00:00:00.000Z,True
1009,2231,Fort Hays State,17.0,138,Northwest Missouri State,6.0,2023-09-17T00:00:00.000Z,True
1008,228,Clemson,48.0,2226,Florida Atlantic,14.0,2023-09-17T00:00:00.000Z,True
1007,2069,Black Hills State,55.0,2123,Chadron State,19.0,2023-09-17T00:00:00.000Z,True
1006,2401,Mississippi College,35.0,2698,West Georgia,38.0,2023-09-17T00:00:00.000Z,True
1004,319,Oklahoma Baptist,36.0,199,Southeastern Oklahoma,3.0,2023-09-17T00:00:00.000Z,True
1002,248,Houston,13.0,2628,TCU,36.0,2023-09-17T00:00:00.000Z,True
1001,149,Montana,17.0,2222,Ferris State,10.0,2023-09-17T00:00:00.000Z,True
1000,251,Texas,31.0,2751,Wyoming,10.0,2023-09-17T00:00:00.000Z,True
998,2000,Abilene Christian,20.0,2916,Incarnate Word,27.0,2023-09-17T00:00:00.000Z,True
997,13,Cal Poly,41.0,124179,Lincoln University CA,20.0,2023-09-17T00:00:00.000Z,True
1005,2704,West Texas A&M,23.0,2395,Midwestern State,0.0,2023-09-17T00:00:00.000Z,True
999,24,Stanford,23.0,16,Sacramento State,30.0,2023-09-17T00:00:00.000Z,True
1003,2483,Oregon,55.0,62,Hawai'i,10.0,2023-09-17T00:00:00.000Z,True
1012,326,Texas State,77.0,2296,Jackson State,34.0,2023-09-17T00:30:00.000Z,True
1013,2120,Central Washington,27.0,2025,Angelo State,24.0,2023-09-17T01:00:00.000Z,True
1015,302,UC Davis,23.0,253,Southern Utah,21.0,2023-09-17T02:00:00.000Z,True
1016,38,Colorado,43.0,36,Colorado State,35.0,2023-09-17T02:00:00.000Z,True
1017,2923,Pomona-Pitzer,24.0,205,Pacific OR,17.0,2023-09-17T02:00:00.000Z,True
1018,411,Chapman,17.0,2721,Whitworth,24.0,2023-09-17T02:00:00.000Z,True
1014,29,Redlands,10.0,203,Linfield,17.0,2023-09-17T02:00:00.000Z,True
1019,2440,Nevada,24.0,2305,Kansas,31.0,2023-09-17T02:30:00.000Z,True
1020,9,Arizona State,0.0,278,Fresno State,29.0,2023-09-17T02:30:00.000Z,True
1021,12,Arizona,31.0,2638,UTEP,10.0,2023-09-17T03:00:00.000Z,True
1022,2234,Franklin & Marshall,34.0,2442,College of New Jersey,9.0,2023-09-21T23:00:00.000Z,True
1024,2010,Alabama A&M,31.0,2029,Arkansas-Pine Bluff,24.0,2023-09-21T23:30:00.000Z,True
1023,324,Coastal Carolina,17.0,2247,Georgia State,30.0,2023-09-21T23:30:00.000Z,True
1026,452,Endicott College,37.0,2810,Hardin-Simmons,10.0,2023-09-22T23:00:00.000Z,True
1027,108,Harvard,34.0,225,Brown,31.0,2023-09-22T23:00:00.000Z,True
1025,2509,Purdue,17.0,275,Wisconsin,38.0,2023-09-22T23:00:00.000Z,True
1028,258,Virginia,21.0,152,NC State,24.0,2023-09-22T23:30:00.000Z,True
1029,21,San Diego State,31.0,68,Boise State,34.0,2023-09-23T02:30:00.000Z,True
1030,23,San José State,20.0,2005,Air Force,45.0,2023-09-23T02:30:00.000Z,True
1031,130,Michigan,31.0,164,Rutgers,7.0,2023-09-23T16:00:00.000Z,True
1032,109,MIT,7.0,2776,Salve Regina,34.0,2023-09-23T16:00:00.000Z,True
1033,2790,Albion,30.0,2743,Wisconsin-Stevens Point,7.0,2023-09-23T16:00:00.000Z,True
1034,2459,Northern Illinois,14.0,202,Tulsa,22.0,2023-09-23T16:00:00.000Z,True
1062,390,Utica,31.0,40,Curry,7.0,2023-09-23T16:00:00.000Z,True
1037,379,UMass Dartmouth,59.0,402,Worcester State College,0.0,2023-09-23T16:00:00.000Z,True
1057,2974,Shepherd,3.0,2315,Kutztown,20.0,2023-09-23T16:00:00.000Z,True
1056,2628,TCU,34.0,2567,SMU,17.0,2023-09-23T16:00:00.000Z,True
1055,2274,Hiram,24.0,2171,Denison,55.0,2023-09-23T16:00:00.000Z,True
1054,276,Marshall,24.0,259,Virginia Tech,17.0,2023-09-23T16:00:00.000Z,True
1053,110254,Davenport,55.0,2911,William Jewell College,27.0,2023-09-23T16:00:00.000Z,True
1052,2583,Southern Connecticut State,6.0,2060,Bentley,13.0,2023-09-23T16:00:00.000Z,True
1051,163,Princeton,13.0,2803,Bryant,16.0,2023-09-23T16:00:00.000Z,True
1050,228,Clemson,24.0,52,Florida State,31.0,2023-09-23T16:00:00.000Z,True
1049,2132,Cincinnati,6.0,201,Oklahoma,20.0,2023-09-23T16:00:00.000Z,True
1036,112335,Wheeling Jesuit,44.0,2148,Concord,27.0,2023-09-23T16:00:00.000Z,True
1048,238,Vanderbilt,28.0,96,Kentucky,45.0,2023-09-23T16:00:00.000Z,True
1046,183,Syracuse,29.0,349,Army,16.0,2023-09-23T16:00:00.000Z,True
1045,245,Texas A&M,27.0,2,Auburn,10.0,2023-09-23T16:00:00.000Z,True
1044,43,Yale,21.0,172,Cornell,23.0,2023-09-23T16:00:00.000Z,True
1043,2383,Merchant Marine,36.0,2951,SUNY Maritime,19.0,2023-09-23T16:00:00.000Z,True
1042,56,Stetson,18.0,2086,Butler,28.0,2023-09-23T16:00:00.000Z,True
1041,2056,Belhaven College,34.0,2256,Greensboro,0.0,2023-09-23T16:00:00.000Z,True
1040,2205,Edinboro,10.0,2858,California PA,31.0,2023-09-23T16:00:00.000Z,True
1039,587,Notre Dame College,14.0,2986,Fairmont State,17.0,2023-09-23T16:00:00.000Z,True
1038,2967,Framingham State,9.0,2909,Westfield State,8.0,2023-09-23T16:00:00.000Z,True
1047,2598,St Francis PA,34.0,2529,Sacred Heart,37.0,2023-09-23T16:00:00.000Z,True
1035,2781,Brockport State NY,59.0,2354,Lycoming,3.0,2023-09-23T16:00:00.000Z,True
1059,2653,Troy,27.0,98,Western Kentucky,24.0,2023-09-23T16:00:00.000Z,True
1061,2015,Albright,6.0,2221,FDU-Florham,14.0,2023-09-23T16:00:00.000Z,True
1063,2812,Hope,54.0,583,Northwestern MN,17.0,2023-09-23T16:00:00.000Z,True
1064,2746,Wittenberg,28.0,2800,Alma College,48.0,2023-09-23T16:00:00.000Z,True
1060,2682,Walsh,10.0,2646,Thomas More,26.0,2023-09-23T16:00:00.000Z,True
1058,210,Millersville,23.0,223,West Chester,14.0,2023-09-23T16:00:00.000Z,True
1065,171,Columbia,30.0,46,Georgetown,0.0,2023-09-23T16:30:00.000Z,True
1081,231,Furman,38.0,2382,Mercer,14.0,2023-09-23T17:00:00.000Z,True
1080,138,Northwest Missouri State,59.0,2876,Lincoln MO,0.0,2023-09-23T17:00:00.000Z,True
1079,2108,Catholic University,6.0,365,Alfred,9.0,2023-09-23T17:00:00.000Z,True
1078,2674,Valparaiso,30.0,2368,Marist,36.0,2023-09-23T17:00:00.000Z,True
1077,2213,Emory & Henry,10.0,351,Wingate,31.0,2023-09-23T17:00:00.000Z,True
1076,336,Wesleyan,24.0,2394,Middlebury,21.0,2023-09-23T17:00:00.000Z,True
1075,110,Mass Maritime,21.0,114,Fitchburg State,3.0,2023-09-23T17:00:00.000Z,True
1107,2017,Alderson-Broaddus,0.0,341,Frostburg State,0.0,2023-09-23T17:00:00.000Z,True
1073,2310,Kentucky State,9.0,2232,Fort Valley State,31.0,2023-09-23T17:00:00.000Z,True
1082,111675,University of New England,27.0,184,Rochester,29.0,2023-09-23T17:00:00.000Z,True
1071,2886,Northwood MI,68.0,437,Lake Erie College,14.0,2023-09-23T17:00:00.000Z,True
1070,2128,Charleston WV,76.0,455,WV Wesleyan,16.0,2023-09-23T17:00:00.000Z,True
1069,2018,Allegheny,31.0,2062,Bethany WV,20.0,2023-09-23T17:00:00.000Z,True
1068,237,Union,43.0,2818,Montclair State,7.0,2023-09-23T17:00:00.000Z,True
1067,340,Bowdoin,20.0,2731,Williams,0.0,2023-09-23T17:00:00.000Z,True
1066,2119,Central State,28.0,2019,Allen,34.0,2023-09-23T17:00:00.000Z,True
1074,2287,Illinois State,48.0,2815,Lindenwood,17.0,2023-09-23T17:00:00.000Z,True
1072,509,Crown College,23.0,2045,Austin College,34.0,2023-09-23T17:00:00.000Z,True
1084,216,Susquehanna,26.0,2702,Western New England,18.0,2023-09-23T17:00:00.000Z,True
1085,291,Methodist,27.0,2896,Southern Virginia,21.0,2023-09-23T17:00:00.000Z,True
1106,2075,Bowie State,10.0,395,St. Augustine's,7.0,2023-09-23T17:00:00.000Z,True
1105,131,Wayne State MI,7.0,2654,Truman State,41.0,2023-09-23T17:00:00.000Z,True
1104,2559,Shippensburg,7.0,2071,Bloomsburg,0.0,2023-09-23T17:00:00.000Z,True
1103,367,Gannon,27.0,2134,Clarion,20.0,2023-09-23T17:00:00.000Z,True
1102,209,Lock Haven,21.0,2188,East Stroudsburg,35.0,2023-09-23T17:00:00.000Z,True
1101,2105,Carson-Newman,7.0,2331,Lenoir-Rhyne,24.0,2023-09-23T17:00:00.000Z,True
1099,2257,Greenville,38.0,2003,Adrian,35.0,2023-09-23T17:00:00.000Z,True
1098,2121,Centre,16.0,2757,Berry College,49.0,2023-09-23T17:00:00.000Z,True
1097,2385,Mercyhurst,13.0,2291,Indiana PA,30.0,2023-09-23T17:00:00.000Z,True
1083,268,Lawrence,22.0,2399,Minnesota-Morris,38.0,2023-09-23T17:00:00.000Z,True
1096,2369,Mars Hill,16.0,122666,Barton College,14.0,2023-09-23T17:00:00.000Z,True
1094,2969,Misericordia,35.0,111674,Alvernia University,15.0,2023-09-23T17:00:00.000Z,True
1093,2808,Delaware Valley,28.0,247,King's College PA,0.0,2023-09-23T17:00:00.000Z,True
1092,2748,Wooster,70.0,352,Kenyon,21.0,2023-09-23T17:00:00.000Z,True
1091,3162,Alfred State College,48.0,125974,Hilbert College,7.0,2023-09-23T17:00:00.000Z,True
1090,33,Colby,7.0,2977,Trinity CT,48.0,2023-09-23T17:00:00.000Z,True
1089,548,LaGrange College,6.0,2938,Huntingdon,41.0,2023-09-23T17:00:00.000Z,True
1088,2230,Fordham,44.0,284,Stonehill,0.0,2023-09-23T17:00:00.000Z,True
1087,2845,Waynesburg,20.0,2849,Westminster PA,31.0,2023-09-23T17:00:00.000Z,True
1086,7,Amherst College,17.0,348,Hamilton,14.0,2023-09-23T17:00:00.000Z,True
1095,388,Lebanon Valley,45.0,127954,Eastern University,7.0,2023-09-23T17:00:00.000Z,True
1108,137,Missouri Western,28.0,2231,Fort Hays State,7.0,2023-09-23T17:00:00.000Z,True
1100,83,DePauw,28.0,2980,Ohio Wesleyan,7.0,2023-09-23T17:00:00.000Z,True
1109,2699,West Liberty,19.0,2882,UNC Pembroke,37.0,2023-09-23T17:00:00.000Z,True
1110,2686,Washington & Jefferson,56.0,2644,Thiel College,14.0,2023-09-23T17:05:00.000Z,True
1111,317,Marietta,50.0,359,Otterbein,0.0,2023-09-23T17:30:00.000Z,True
1118,2262,Hanover,38.0,2651,Trine,14.0,2023-09-23T17:30:00.000Z,True
1117,427,Ohio Northern,21.0,188,Baldwin-Wallace,31.0,2023-09-23T17:30:00.000Z,True
1112,2678,VMI,17.0,2747,Wofford,14.0,2023-09-23T17:30:00.000Z,True
1115,426,Mount Union,74.0,332,Muskingum,7.0,2023-09-23T17:30:00.000Z,True
1114,159,Dartmouth,34.0,2329,Lehigh,17.0,2023-09-23T17:30:00.000Z,True
1113,2649,Toledo,49.0,2711,Western Michigan,31.0,2023-09-23T17:30:00.000Z,True
1116,191,Heidelberg,7.0,2302,John Carroll,34.0,2023-09-23T17:30:00.000Z,True
1156,2141,Coe,56.0,6845,Nebraska Wesleyan University,6.0,2023-09-23T18:00:00.000Z,True
1143,2842,UVA-Wise,17.0,2336,Limestone,38.0,2023-09-23T18:00:00.000Z,True
1159,2968,Gustavus Adolphus,31.0,124,Augsburg,33.0,2023-09-23T18:00:00.000Z,True
1144,375,St. Scholastica,16.0,2152,Concordia MN,49.0,2023-09-23T18:00:00.000Z,True
1145,49,Dubuque,35.0,263,Loras College,23.0,2023-09-23T18:00:00.000Z,True
1146,2206,Edward Waters,44.0,60,Morehouse,13.0,2023-09-23T18:00:00.000Z,True
1147,2825,Quincy,45.0,128,Northern Michigan,27.0,2023-09-23T18:00:00.000Z,True
1148,2779,St Lawrence,28.0,293,Castleton State College,0.0,2023-09-23T18:00:00.000Z,True
1149,101,Eureka College,21.0,2832,St. Norbert,17.0,2023-09-23T18:00:00.000Z,True
1150,133,St. Olaf College,38.0,2359,Macalester,13.0,2023-09-23T18:00:00.000Z,True
1142,2588,Southwestern University,43.0,3,Birmingham-Southern,20.0,2023-09-23T18:00:00.000Z,True
1158,143,Washington MO,38.0,2106,Carthage,7.0,2023-09-23T18:00:00.000Z,True
1152,2900,St. Thomas MN,35.0,2413,Morehead State,28.0,2023-09-23T18:00:00.000Z,True
1153,107,Holy Cross,47.0,2142,Colgate,7.0,2023-09-23T18:00:00.000Z,True
1154,2524,Rockford,20.0,6353,Lakeland University,41.0,2023-09-23T18:00:00.000Z,True
1155,2283,Benedictine IL,48.0,2151,Concordia IL,14.0,2023-09-23T18:00:00.000Z,True
1157,67,Luther,16.0,2964,Central,41.0,2023-09-23T18:00:00.000Z,True
1151,2600,St. Johns MN,27.0,2802,Bethel MN,7.0,2023-09-23T18:00:00.000Z,True
1140,2467,Norwich,17.0,2749,Worcester Polytechnic,38.0,2023-09-23T18:00:00.000Z,True
1139,2564,Simpson College,0.0,2685,Wartburg,63.0,2023-09-23T18:00:00.000Z,True
1119,2214,Emporia State,38.0,2122,Central Oklahoma,27.0,2023-09-23T18:00:00.000Z,True
1120,75,North Park,38.0,74,Millikin,0.0,2023-09-23T18:00:00.000Z,True
1121,2050,Ball State,3.0,290,Georgia Southern,40.0,2023-09-23T18:00:00.000Z,True
1122,2687,Washburn,28.0,2118,Central Missouri State,58.0,2023-09-23T18:00:00.000Z,True
1123,2101,Carleton,31.0,162,Hamline,27.0,2023-09-23T18:00:00.000Z,True
1124,323,Moravian,19.0,3110,Morrisville State,20.0,2023-09-23T18:00:00.000Z,True
1125,89,Wabash College,59.0,391,Oberlin,6.0,2023-09-23T18:00:00.000Z,True
1127,129,Saginaw Valley,10.0,2292,Indianapolis,35.0,2023-09-23T18:00:00.000Z,True
1141,409,Concordia WI,41.0,2741,Wisconsin Lutheran,0.0,2023-09-23T18:00:00.000Z,True
1128,2043,Augustana SD,31.0,2817,Minnesota St-Moorhead,27.0,2023-09-23T18:00:00.000Z,True
1130,2587,Southwest Minnesota State,0.0,134,Minnesota-Duluth,33.0,2023-09-23T18:00:00.000Z,True
1131,2851,Winona State,39.0,425,Northern State,16.0,2023-09-23T18:00:00.000Z,True
1132,2123,Chadron State,17.0,2714,Western State,35.0,2023-09-23T18:00:00.000Z,True
1133,101161,Lyon College,30.0,433,Westminster,7.0,2023-09-23T18:00:00.000Z,True
1134,222,Villanova,35.0,227,Rhode Island,9.0,2023-09-23T18:00:00.000Z,True
1135,2657,Tuskegee,28.0,2323,Lane,22.0,2023-09-23T18:00:00.000Z,True
1136,2894,Sioux Falls,7.0,568,Minot State,0.0,2023-09-23T18:00:00.000Z,True
1138,32,Carroll WI,70.0,306,Illinois Wesleyan,23.0,2023-09-23T18:00:00.000Z,True
1129,2364,Minnesota State,42.0,3066,Concordia-St. Paul,10.0,2023-09-23T18:00:00.000Z,True
1137,2424,New Mexico Highlands,7.0,613,South Dakota Mines,42.0,2023-09-23T18:00:00.000Z,True
1126,389,Upper Iowa,31.0,2392,Michigan Tech,34.0,2023-09-23T18:00:00.000Z,True
1160,2717,Western Carolina,77.0,2127,Charleston Southern,21.0,2023-09-23T18:30:00.000Z,True
1166,90,Pittsburg State,33.0,2438,Nebraska-Kearney,14.0,2023-09-23T19:00:00.000Z,True
1178,2623,Missouri State,59.0,3101,Utah Tech,14.0,2023-09-23T19:00:00.000Z,True
1177,2197,Eastern Illinois,31.0,2377,McNeese,28.0,2023-09-23T19:00:00.000Z,True
1176,2804,Chowan,3.0,490,Benedict College,31.0,2023-09-23T19:00:00.000Z,True
1175,200,Southern Nazarene,41.0,2927,Southwestern Oklahoma,7.0,2023-09-23T19:00:00.000Z,True
1173,559,University of Mary,10.0,132,Bemidji State,41.0,2023-09-23T19:00:00.000Z,True
1172,2755,Grambling,35.0,2640,Texas Southern,23.0,2023-09-23T19:00:00.000Z,True
1171,611,Seton Hill College,14.0,215,Slippery Rock,35.0,2023-09-23T19:00:00.000Z,True
1174,2403,Missouri Southern State,42.0,196,Northeastern State,0.0,2023-09-23T19:00:00.000Z,True
1169,2828,Shenandoah,48.0,246,Juniata,7.0,2023-09-23T19:00:00.000Z,True
1170,11,Colorado Mesa,23.0,2069,Black Hills State,25.0,2023-09-23T19:00:00.000Z,True
1164,2535,Samford,24.0,236,Chattanooga,47.0,2023-09-23T19:00:00.000Z,True
1163,72,Elmhurst,6.0,3071,North Central,59.0,2023-09-23T19:00:00.000Z,True
1162,2398,Millsaps,42.0,418,Hendrix College,53.0,2023-09-23T19:00:00.000Z,True
1165,2428,North Carolina Central,45.0,2400,Mississippi Valley State,3.0,2023-09-23T19:00:00.000Z,True
1167,2013,Albany State GA,15.0,2542,Savannah State,12.0,2023-09-23T19:00:00.000Z,True
1168,2523,Robert Morris,46.0,2355,Virginia Lynchburg,0.0,2023-09-23T19:00:00.000Z,True
1161,2884,Nichols,52.0,173,Hartwick,3.0,2023-09-23T19:00:00.000Z,True
1187,127,Michigan State,9.0,120,Maryland,31.0,2023-09-23T19:30:00.000Z,True
1180,333,Alabama,24.0,145,Ole Miss,10.0,2023-09-23T19:30:00.000Z,True
1181,2083,Bucknell,21.0,219,Pennsylvania,37.0,2023-09-23T19:30:00.000Z,True
1182,322,Lafayette,28.0,2405,Monmouth,20.0,2023-09-23T19:30:00.000Z,True
1184,295,Old Dominion,10.0,2837,Texas A&M-Commerce,9.0,2023-09-23T19:30:00.000Z,True
1185,41,Connecticut,7.0,150,Duke,41.0,2023-09-23T19:30:00.000Z,True
1186,189,Bowling Green,7.0,195,Ohio,38.0,2023-09-23T19:30:00.000Z,True
1179,193,Miami OH,62.0,2169,Delaware State,20.0,2023-09-23T19:30:00.000Z,True
1183,2619,Stony Brook,19.0,257,Richmond,20.0,2023-09-23T19:30:00.000Z,True
1190,254,Utah,14.0,26,UCLA,7.0,2023-09-23T19:30:00.000Z,True
1189,2280,Husson,50.0,15,Anna Maria College,49.0,2023-09-23T19:30:00.000Z,True
1199,113,UMass,31.0,167,New Mexico,34.0,2023-09-23T19:30:00.000Z,True
1198,277,West Virginia,20.0,2641,Texas Tech,13.0,2023-09-23T19:30:00.000Z,True
1197,2305,Kansas,38.0,252,BYU,27.0,2023-09-23T19:30:00.000Z,True
1196,218,Temple,7.0,2390,Miami,41.0,2023-09-23T19:30:00.000Z,True
1188,81,Springfield,63.0,2557,Coast Guard,14.0,2023-09-23T19:30:00.000Z,True
1194,356,Illinois,23.0,2226,Florida Atlantic,17.0,2023-09-23T19:30:00.000Z,True
1193,158,Nebraska,28.0,2348,Louisiana Tech,14.0,2023-09-23T19:30:00.000Z,True
1192,2729,William & Mary,28.0,311,Maine,3.0,2023-09-23T19:30:00.000Z,True
1191,2483,Oregon,42.0,38,Colorado,6.0,2023-09-23T19:30:00.000Z,True
1195,97,Louisville,56.0,103,Boston College,28.0,2023-09-23T19:30:00.000Z,True
1215,70,Idaho,36.0,16,Sacramento State,27.0,2023-09-23T20:00:00.000Z,True
1214,58,South Florida,42.0,242,Rice,29.0,2023-09-23T20:00:00.000Z,True
1213,2464,Northern Arizona,28.0,149,Montana,14.0,2023-09-23T20:00:00.000Z,True
1212,2273,Hillsdale,21.0,2224,Findlay,31.0,2023-09-23T20:00:00.000Z,True
1211,2570,Colorado State-Pueblo,14.0,2146,Colorado Mines,55.0,2023-09-23T20:00:00.000Z,True
1210,2839,Tusculum,35.0,2107,Catawba,21.0,2023-09-23T20:00:00.000Z,True
1206,374,St. John Fisher,29.0,398,Wilkes,20.0,2023-09-23T20:00:00.000Z,True
1207,2022,American International,14.0,2487,Pace,24.0,2023-09-23T20:00:00.000Z,True
1205,66,Iowa State,34.0,197,Oklahoma State,27.0,2023-09-23T20:00:00.000Z,True
1204,2633,Tennessee,45.0,2636,UT San Antonio,14.0,2023-09-23T20:00:00.000Z,True
1202,2681,Wagner,30.0,2771,Merrimack,27.0,2023-09-23T20:00:00.000Z,True
1201,2502,Portland State,59.0,13,Cal Poly,21.0,2023-09-23T20:00:00.000Z,True
1200,2838,Tiffin,55.0,308,Ashland,30.0,2023-09-23T20:00:00.000Z,True
1209,17,Claremont,49.0,2094,Cal Lutheran,28.0,2023-09-23T20:00:00.000Z,True
1203,119,Towson,14.0,2450,Norfolk State,21.0,2023-09-23T20:00:00.000Z,True
1208,18,Bridgewater State,35.0,2843,Western Connecticut State,28.0,2023-09-23T20:00:00.000Z,True
1216,2848,Western Oregon,7.0,2120,Central Washington,17.0,2023-09-23T20:05:00.000Z,True
1217,2830,St. Anselm,42.0,126086,Post University,21.0,2023-09-23T20:30:00.000Z,True
1224,301,San Diego,40.0,2168,Dayton,25.0,2023-09-23T21:00:00.000Z,True
1218,2528,Rensselaer,63.0,110438,Dean College,0.0,2023-09-23T21:00:00.000Z,True
1219,2396,Miles,55.0,2805,Clark Atlanta,14.0,2023-09-23T21:00:00.000Z,True
1220,386,Trinity TX,63.0,2519,Rhodes,14.0,2023-09-23T21:00:00.000Z,True
1221,55,Jacksonville State,21.0,2199,Eastern Michigan,0.0,2023-09-23T21:00:00.000Z,True
1222,2913,Brevard College,37.0,2373,Maryville TN,35.0,2023-09-23T21:00:00.000Z,True
1223,6,South Alabama,30.0,2117,Central Michigan,34.0,2023-09-23T21:00:00.000Z,True
1234,2707,West Virginia State,31.0,2249,Glenville State,21.0,2023-09-23T22:00:00.000Z,True
1233,2676,Virginia Union,7.0,2220,Fayetteville State,10.0,2023-09-23T22:00:00.000Z,True
1232,2097,Campbell,24.0,2210,Elon,28.0,2023-09-23T22:00:00.000Z,True
1235,2736,Winston-Salem,30.0,124180,Bluefield,0.0,2023-09-23T22:00:00.000Z,True
1230,2198,Eastern Kentucky,41.0,2546,Southeast Missouri State,38.0,2023-09-23T22:00:00.000Z,True
1229,50,Florida A&M,23.0,2011,Alabama State,10.0,2023-09-23T22:00:00.000Z,True
1231,304,Idaho State,35.0,2458,Northern Colorado,21.0,2023-09-23T22:00:00.000Z,True
1236,110242,West Florida,49.0,2698,West Georgia,21.0,2023-09-23T22:00:00.000Z,True
1227,2415,Morgan State,17.0,399,Albany,23.0,2023-09-23T22:00:00.000Z,True
1238,112334,Franklin Pierce,14.0,2441,New Haven,41.0,2023-09-23T22:00:00.000Z,True
1239,174,Hobart,43.0,122774,Keystone,10.0,2023-09-23T22:00:00.000Z,True
1240,101784,Erskine,17.0,2444,Newberry,24.0,2023-09-23T22:00:00.000Z,True
1228,2569,South Carolina State,31.0,2643,The Citadel,10.0,2023-09-23T22:00:00.000Z,True
1226,151,East Carolina,44.0,2241,Gardner-Webb,0.0,2023-09-23T22:00:00.000Z,True
1225,48,Delaware,29.0,160,New Hampshire,25.0,2023-09-23T22:00:00.000Z,True
1237,330,Virginia State,33.0,2940,Livingstone,0.0,2023-09-23T22:00:00.000Z,True
1242,2229,Florida International,6.0,2335,Liberty,38.0,2023-09-23T22:30:00.000Z,True
1243,112,Tufts,44.0,121,Bates College,16.0,2023-09-23T22:30:00.000Z,True
